Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.55     0.00     2287     0.00     0.01  CallExp::assemble(Program&, Function&, AssembleContext&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.55     0.00     2287     0.00     0.00  CallExp::CallExp(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<PlainExp*, std::allocator<PlainExp*> > const&, ErrorHandler&)
  0.00      0.55     0.00     2275     0.00     0.00  llvm::IRBuilder<llvm::ConstantFolder, llvm::IRBuilderDefaultInserter>::CreateBitCast(llvm::Value*, llvm::Type*, llvm::Twine const&)
  0.00      0.55     0.00     2273     0.00     0.00  StringExp::clone()
  0.00      0.55     0.00     2273     0.00     0.00  StringExp::StringExp(StringExp const&)
  0.00      0.55     0.00     2249     0.00     0.00  StringExp::assemble(Program&, Function&, AssembleContext&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.55     0.00     2249     0.00     0.00  StringExp::StringExp(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, ErrorHandler&)
  0.00      0.55     0.00     2235     0.00     0.00  parse_word(Configuration&, std::vector<Token, std::allocator<Token> >&, Program&, unsigned long long&, AttributeInfo const&, ErrorHandler&)
  0.00      0.55     0.00     2235     0.00     0.00  parse_global(Configuration&, std::vector<Token, std::allocator<Token> >&, Program&, unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, AttributeInfo const&, ErrorHandler&)
  0.00      0.55     0.00     2235     0.00     0.00  std::vector<Global, std::allocator<Global> >::_M_default_append(unsigned long long)
  0.00      0.55     0.00     1904     0.00     0.00  DeclareStatement::toString[abi:cxx11](unsigned int, bool)
  0.00      0.55     0.00     1784     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_create_storage(unsigned long long)
  0.00      0.55     0.00     1747     0.00     0.00  IntegerExp::clone()
  0.00      0.55     0.00     1747     0.00     0.00  IntegerExp::IntegerExp(IntegerExp const&)
  0.00      0.55     0.00     1407     0.00     0.00  assemble_external(AssembleContext&, Configuration&, Program&, External&)
  0.00      0.55     0.00      981     0.00     0.00  IntegerExp::IntegerExp(int, ErrorHandler&)
  0.00      0.55     0.00      981     0.00     0.00  Token::getInt()
  0.00      0.55     0.00      881     0.00     0.00  to_int(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      0.55     0.00      574     0.00     0.00  External::External(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, bool)
  0.00      0.55     0.00      546     0.00     0.00  parse_external(Configuration&, std::vector<Token, std::allocator<Token> >&, Program&, unsigned long long&, AttributeInfo const&, ErrorHandler&)
  0.00      0.55     0.00      502     0.00     0.00  Statement** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Statement*>(Statement* const*, Statement* const*, Statement**)
  0.00      0.55     0.00      375     0.00     0.00  OperatorExp::~OperatorExp()
  0.00      0.55     0.00      375     0.00     0.00  OperatorExp::~OperatorExp()
  0.00      0.55     0.00      321     0.00     0.00  CallStatement::~CallStatement()
  0.00      0.55     0.00      321     0.00     0.00  CallStatement::~CallStatement()
  0.00      0.55     0.00      306     0.00     0.00  llvm::IRBuilder<llvm::ConstantFolder, llvm::IRBuilderDefaultInserter>::CreateLoad(llvm::Value*, char const*)
  0.00      0.55     0.00      276     0.00     0.00  OperatorExp::clone()
  0.00      0.55     0.00      276     0.00     0.00  OperatorExp::OperatorExp(OperatorExp const&)
  0.00      0.55     0.00      224     0.00     0.00  CallStatement::clone()
  0.00      0.55     0.00      224     0.00     0.00  CallStatement::CallStatement(CallStatement const&)
  0.00      0.55     0.00      224     0.00     0.00  std::vector<PlainExp*, std::allocator<PlainExp*> >::resize(unsigned long long)
  0.00      0.55     0.00      212     0.00     0.00  std::vector<PlainExp*, std::allocator<PlainExp*> >::_M_default_append(unsigned long long)
  0.00      0.55     0.00      209     0.00     0.00  void std::vector<Statement*, std::allocator<Statement*> >::_M_emplace_back_aux<Statement*>(Statement*&&)
  0.00      0.55     0.00      196     0.00     0.00  std::vector<Statement*, std::allocator<Statement*> >::_M_default_append(unsigned long long)
  0.00      0.55     0.00      190     0.00     0.00  llvm::BasicBlock::Create(llvm::LLVMContext&, llvm::Twine const&, llvm::Function*, llvm::BasicBlock*)
  0.00      0.55     0.00      182     0.00     0.00  __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > std::__find_if<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const> >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__ops::_Iter_equals_val<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const>, std::random_access_iterator_tag)
  0.00      0.55     0.00      146     0.00     0.00  DeclareAssignStatement::~DeclareAssignStatement()
  0.00      0.55     0.00      146     0.00     0.00  DeclareAssignStatement::~DeclareAssignStatement()
  0.00      0.55     0.00      140     0.00     0.00  llvm::IRBuilder<llvm::ConstantFolder, llvm::IRBuilderDefaultInserter>::CreateAlloca(llvm::Type*, llvm::Value*, llvm::Twine const&)
  0.00      0.55     0.00      138     0.00     0.00  mangle[abi:cxx11](Function const&)
  0.00      0.55     0.00      133     0.00     0.00  Type::Type(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, llvm::Type*)
  0.00      0.55     0.00      133     0.00     0.00  void std::vector<Type, std::allocator<Type> >::emplace_back<Type>(Type&&)
  0.00      0.55     0.00      128     0.00     0.00  std::vector<Statement*, std::allocator<Statement*> >::resize(unsigned long long)
  0.00      0.55     0.00      121     0.00     0.00  void std::vector<unsigned int, std::allocator<unsigned int> >::_M_emplace_back_aux<unsigned int const&>(unsigned int const&)
  0.00      0.55     0.00      120     0.00     0.00  llvm::IRBuilder<llvm::ConstantFolder, llvm::IRBuilderDefaultInserter>::CreateBr(llvm::BasicBlock*)
  0.00      0.55     0.00      116     0.00     0.00  IndexLoadExp::~IndexLoadExp()
  0.00      0.55     0.00      116     0.00     0.00  IndexLoadExp::~IndexLoadExp()
  0.00      0.55     0.00      110     0.00     0.00  IntegerExp::assemble(Program&, Function&, AssembleContext&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.55     0.00      110     0.00     0.00  CastExp::CastExp(PlainExp*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ErrorHandler&)
  0.00      0.55     0.00      110     0.00     0.00  CastExp::~CastExp()
  0.00      0.55     0.00      110     0.00     0.00  CastExp::~CastExp()
  0.00      0.55     0.00      109     0.00     0.00  UnsignedByteExp::~UnsignedByteExp()
  0.00      0.55     0.00      109     0.00     0.00  UnsignedByteExp::~UnsignedByteExp()
  0.00      0.55     0.00      106     0.00     0.00  void std::vector<Variable, std::allocator<Variable> >::emplace_back<Variable>(Variable&&)
  0.00      0.55     0.00      102     0.00     0.00  std::vector<Field, std::allocator<Field> >::operator=(std::vector<Field, std::allocator<Field> > const&)
  0.00      0.55     0.00      101     0.00     0.00  DeclareAssignStatement::clone()
  0.00      0.55     0.00      101     0.00     0.00  DeclareAssignStatement::DeclareAssignStatement(DeclareAssignStatement const&)
  0.00      0.55     0.00       99     0.00     0.00  assemble_merge_types(AssembleContext&, Program&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, llvm::Value**, llvm::Value**, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      0.55     0.00       99     0.00     0.00  OperatorExp::OperatorExp(unsigned short, PlainExp*, PlainExp*, ErrorHandler&)
  0.00      0.55     0.00       98     0.00     0.00  llvm::StringRef::StringRef(char const*)
  0.00      0.55     0.00       97     0.00     0.00  parse_block_call(Configuration&, std::vector<Token, std::allocator<Token> >&, Program&, std::vector<Statement*, std::allocator<Statement*> >&, unsigned long long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ErrorHandler&)
  0.00      0.55     0.00       97     0.00     0.02  CallStatement::assemble(Program&, Function&, AssembleContext&)
  0.00      0.55     0.00       97     0.00     0.00  CallStatement::CallStatement(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<PlainExp*, std::allocator<PlainExp*> > const&, ErrorHandler&)
  0.00      0.55     0.00       84     0.00     0.00  ReturnStatement::~ReturnStatement()
  0.00      0.55     0.00       84     0.00     0.00  ReturnStatement::~ReturnStatement()
  0.00      0.55     0.00       83     0.00     0.00  UnsignedByteExp::clone()
  0.00      0.55     0.00       83     0.00     0.00  UnsignedByteExp::UnsignedByteExp(UnsignedByteExp const&)
  0.00      0.55     0.00       81     0.00     0.00  IndexLoadExp::clone()
  0.00      0.55     0.00       81     0.00     0.00  IndexLoadExp::IndexLoadExp(IndexLoadExp const&)
  0.00      0.55     0.00       80     0.00     0.00  llvm::Twine::isUnary() const
  0.00      0.55     0.00       79     0.00     0.00  IfStatement::~IfStatement()
  0.00      0.55     0.00       79     0.00     0.00  IfStatement::~IfStatement()
  0.00      0.55     0.00       79     0.00     0.00  CastExp::clone()
